instruction,input,output
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 255: Giving false testimony of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 255: Giving false testimonyAny person who deliberately gives false testimony before judicial organs, commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year and not more than three (3) years, with a  fine of not less than five hundred 1,000,000) Rwandan francs.If false testimony was produced in criminal case where the accused was sentenced to imprisonment for a term  of more than five (5) years, the witness who, intentionally gave false testimony against the accused is liable to imprisonment for a term of not less than three (3) years and not more than five (5) years with a fine of not less than one rwandais.2,000,000) Rwandan francs."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article  256: Misleading witnesses or judges of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article  256: Misleading witnesses or judgesAny person who declares his/her opinions with intention to mislead witnesses or a decision of a judge before the case is determined, commits an offence.Upon conviction, is liable to imprisonment for a term of one (1) year to two (2) years and a fine of one million Rwandan francs "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 257: Refusal to take oath before judicial or intelligence organs of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 257: Refusal to take oath before judicial or intelligence organsAny person who is required to take oath before judicial or intelligence organs but who refuses to do so, commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year and not more  than two (2) years with a fine of less than three hundred and not more  than five hundred thousand   "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 258: Influencing assistants in judicial organs of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 258: Influencing assistants in judicial organsexpert or an interpreter assisting in court to give false testimony, commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year  and not more  than two (2) years  with a fine of not less than five hundred 1,000,000) Rwandan francs."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 259: False declarations by an expert before  judicial organs of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 259: False declarations by an expert before  judicial organsto assist as an expert, an interpreter or a translator, who deliberately declares or writes false information, commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) years and not more  than five (5) years, with a fine of not less than one 2,000,000).infraction.Sub section 2: Discrediting Judiciary and committing violence against personnel in judicial organs"
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 260: Insulting or causing violence to personnel in the judicial organs of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 260: Insulting or causing violence to personnel in the judicial organsAny person who insults or causes violence to an investigator, a prosecutor, a judge, an advocate, a state attorney, a court clerk, a duty or in connection with his/her duty, with an intention to disgrace his/her dignity or respect, by words, gestures or threats, writings or by image of any nature, commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year and not more than two (2) years and 1,000,000) Rwandan francs and not more Rwandan francs.If the insults or violence are expressed during court hearing, the penalty that applies is imprisonment for a term  of not less than two (2) years and not more  than three (3) years."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 261: Threats against judicial personnel of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 5 : obstruction to good administration of justice and the security of the country  explained?","Article 261: Threats against judicial personnelAny person who threatens an investigator, a prosecutor, a Judge, an arbitrator, an an interpreter or a translator or any other person commissioned by judicial organs with intention to manipulate him/her into personal interests on official duties,  commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) year s and not more than five (5) years with a fine of not less than one million "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 262: Discrediting a decision of judicial organs of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 6:  use of narcotic drugs and psychotropic substances and other prohibited products   article 263: carrying out acts related to the use of narcotic drugs or psychotropic substances  explained?","Article 262: Discrediting a decision of judicial organsAny person who discredits an act or a decision of judicial organs, in a manner likely to cause contempt or lack of independence of the judicial organ, by use of statements, writings, images or any act, commits an offence.  Upon conviction, he/she is liable to imprisonment for a term of  not less than one (1) year and not more than two (2) years and a fine of not less than justiceRwandan francs and not more  than five Rwandan francs  or only one of these penalties.Any person who, in any way, eats, drinks, injects himself/herself, inhales or one who anoints oneself with psychotropic substances, commits an offence.Any person  convicted of any of the acts mentioned in Paragraph One of this Article is liable to imprisonment for a term  of not less than one (1) year and not more than two (2) years or subject to a penalty of community service.   Any person who, unlawfully produces, transforms, transports, stores, gives to another or who sells narcotic drugs and psychotropic substances commits an offence.infraction.Upon conviction, he/she is liable to:1º life imprisonment and a fine of more than francs and not more  than thirty million regard to severe narcotic drugs;2º imprisonment for a term  of not less than twenty (20) years and not more than twenty five (25) years and a fine of not less than Rwandan francs and not more than twenty francs in regards to severe narcotic drugs;3º imprisonment for a term  of not less than seven (7) years and not more than ten (10) years and a fine of not less than five million Rwandan francs in regard to simple narcotics.If acts mentioned in Paragraph 2 and 3 of this Article are performed to a child or if they are performed at the international level, the penalty is a life imprisonment and 30,000,000) Rwandan francs and not more Rwandan francs. An Order of the Minister in charge of health establishes a list of narcotic drugs that constitute each category."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 264: Facilitating a person to use  narcotic drugs or psychotropic substances of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 6:  use of narcotic drugs and psychotropic substances and other prohibited products   article 263: carrying out acts related to the use of narcotic drugs or psychotropic substances  explained?","Article 264: Facilitating a person to use  narcotic drugs or psychotropic substancesAny person who facilitates another person to use narcotic drugs or psychotropic substances, commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) years  and not more than  five (5) years with  a fine of not less than three 5,000,000) Rwandan francs.The penalties referred to in Paragraph 2 of this Article also apply to any person who gives narcotic drugs or psychotropic substances on the basis of prescriptions that clearly turn out not to be true.rwandais."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 265: Confiscation of narcotic drugs or psychotropic substances of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 6:  use of narcotic drugs and psychotropic substances and other prohibited products   article 263: carrying out acts related to the use of narcotic drugs or psychotropic substances  explained?","Article 265: Confiscation of narcotic drugs or psychotropic substancesIn the case of commission of the offences specified in Articles 263  and 264 of this Law, the court orders confiscation of narcotic drugs or psychotropic substances, their derivatives and antecedents, the confiscation of all equipment and facilities used in  the production, transformation, consumption, sale, conservation, transportation and cultivation of such narcotic drugs and psychotropic substances.Confiscation may be imposed even if the offender is not the owner of the goods listed in Paragraph One of this Article, in the case where the latter was aware of their use."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 266: Production, sell or prescription of prohibited substances in medicine of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 7:  noise nuisance and public drunkenness  explained?","Article 266: Production, sell or prescription of prohibited substances in medicineAny person who produces, sells or prescribes the following prohibited substances:1º a drug;2º harmful products;3º cosmetics or body hygiene substances;culture.4º any other products derived from plants;commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year and not more than two (2) years and more than five million Rwandan francs penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 267: Noise nuisance of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iii: offences against the government Section 7:  noise nuisance and public drunkenness  explained?","Article 267: Noise nuisanceAny person who, unjustly or without an public, commits an offence.Upon conviction, he/she is liable to a fine of not less than  five hundred thousand more than one million Rwandan francs In case of recidivism, the penalties is imprisonment for a term  of not less than eight (8) days and not more  than one (1) month and a fine of more than one million more than two million Rwandan francs penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 268: Public drunkenness of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section one:  counterfeit and falsification of monetary symbols  explained?","Article 268: Public drunkennessAny person who is drunk in public, in the streets, squares, paths, bar, in a gymnasium or any other public places, commits an offence. Upon conviction, he/she is liable to imprisonment for a term  of not less than eight (8) days but not more than two (2) months and a fine of not more than twenty and not more  than one hundred thousand one of the penalties.If the bar operator and his/her staff accept to host any persons in a state of excessive drunkenness in their facility and serve them alcoholic beverages they are liable to  imprisonment for a term  of not less than eight (8) days  and not more  than two (2) months and a fine of not less than fifty and not more  than two hundred thousand one of the penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 269: Counterfeit, falsification or alteration of currency or monetary signs or their distribution of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section one:  counterfeit and falsification of monetary symbols  explained?","Article 269: Counterfeit, falsification or alteration of currency or monetary signs or their distributionAny person who, fraudulently counterfeits, falsifies or alters coins or bank notes which are legal tender in Rwanda or abroad, notes issued by the Treasury with its stamp or brand, either banknotes or alike that have legal tender in Rwanda or abroad, or one who introduces or issues in Rwanda such effects or notes with knowledge that they are forged or falsified, commits an offence. Upon conviction, he/she is liable to imprisonment for a term  of not less than five (5) years and not more than seven (7) years.If the offence referred to in Paragraph One of this Article is committed at the international level, the applicable penalty is an imprisonment term of more than seven (7) years and not more than ten (10) years and a fine of not less than  seven million more than ten million Rwandan francs Any person  who  knowingly  acquires  or receives  coins  or notes  knowing that it is falsified, even if he/she is not one of counterfeiters or importers of  such  monies commits an offence. Upon conviction, he/she is liable to imprisonment for a term not less than one (1) year and not more than three (3) years."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 270: Damaging monies of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section one:  counterfeit and falsification of monetary symbols  explained?","Article 270: Damaging moniesAny person who maliciously damages monies commits an offence.Upon conviction, he/she is liable to imprisonment for a term of not less than two (2) months and not  more than three (3) months."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 271: Counterfeiting  negotiable instruments, their use or circulation of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section one:  counterfeit and falsification of monetary symbols  explained?","Article 271: Counterfeiting  negotiable instruments, their use or circulationAny person who counterfeits, uses or circulates, by any means, negotiable instruments, commits an offence. Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) years and not more than five (5) years and a fineinfraction.circulationof two (2) to ten (10) times of the value of the counterfeited amount."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 272: Confiscation of counterfeit currency of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 2: counterfeit or falsification of seals, stamps or other marks  explained?","Article 272: Confiscation of counterfeit currencyFor all offences provided for in Articles  269 and 271  of this Law, the court orders the confiscation of currencies or other cash value signs as well as the equipment used in the commission of the offence."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 273: Falsification of official marks, of individuals, institutions or private associations with or without legal personality of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 2: counterfeit or falsification of seals, stamps or other marks  explained?","Article 273: Falsification of official marks, of individuals, institutions or private associations with or without legal personalityAny person who:1º counterfeits the seal of the State;2º counterfeits or falsifies stamps or other equivalent documents of the same value and official symbols of the State;3º counterfeits the seal, stamp or the mark of an authority; 4º counterfeits headed papers or official documents;commits an offence.A person convicted of any of the acts referred to in Paragraph One of this Article is liable to imprisonment for a term  of not less than five (5) years but more than seven (7) years and a fine of not less than two and not more  than three million Rwandan If counterfeits or falsified objects belong to an individual, private institutions or associations with or without legal personality, the penalty is an imprisonment term of not less than three (3) years and not more than five (5) years and a fine of not Rwandan francs and not more  than two "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 274: Illegal use of marks of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 2: counterfeit or falsification of seals, stamps or other marks  explained?","Article 274: Illegal use of marksWithout prejudice to more severe penalties, any person who uses or distributes by any means the documents, which are similar in nature to those used by public institutions, francs rwandais.marqueswhich may deceive the public on their authenticity, commits an offence.imprisonment for a term of not less than one (1) year and not more than two (2) years."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 275: Confiscation of counterfeited, falsified or altered marks of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 275: Confiscation of counterfeited, falsified or altered marksFor offences provided for in Articles 273 and 274  of this Law, the court orders the confiscation of the seals, stamps or other marks forged, falsified or altered."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 276: Forgery, falsification and use of forged documents of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 276: Forgery, falsification and use of forged documentsAny person who, in any manner, forges or  alters  documents by  forged  signature or  fingerprint, falsifying documents or  signatures or impersonation, forging  agreements, its provisions, obligations, or discharged obligations commits an offence.infraction.(2) ans.infraction.Any person who, with fraudulent intention, produces a false written document, causes to write false statements or produces a conflicting declaration, is considered to commit the offence of forgery.Upon conviction, he/she is liable to five (5) years but not more than seven (7) years and a fine of not less than three and not more  than five million Rwandan these penalties.Any person who, knowingly makes use of a forgery document in any way, commits an offence. Upon conviction, he/she is liable to penalties provided for in Paragraph 3 of this Article.If forgery is committed by a public servant service, the applicable penalty is an imprisonment term of not less than seven (7) years and not more than ten (10) years with a fine of not less than two million more than three million Rwandan francs penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 277 : Fraudulent acquisition or production and the use of forged documents and papers issued by competent authority of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 277 : Fraudulent acquisition or production and the use of forged documents and papers issued by competent authorityAny person who, by fraud, acquires for oneself or unduly issued domestic or foreign travel documents, degrees or certificates, transcript or report, driving license and other documents issued by competent authorities;commits an offence.Any person who upon conviction of any of the acts referred to under Paragraph One of this Article is liable to imprisonment for a term of not less than five (5) years and not more than seven (7) years with a fine of not less than one million Rwandan francs "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 278: Issuance of a document to a person who is not entitled of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 278: Issuance of a document to a person who is not entitledAny person who issues or who causes the issuance of one of the documents provided for in Article 277 of this Law to a person knowing that the person is not entitled to it, commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) years and not more  than five (5) years and a fine of not less than one million more than two million Rwandan francs penalties.If the offence is committed  by a public official, he/she is liable to imprisonment for a term of not less than five (5) years and not more than seven (7) years, and a fine of not less than one million Rwandan francs "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 279: Usurpation of titles and wearing a uniform with an intention to mislead the public of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 279: Usurpation of titles and wearing a uniform with an intention to mislead the publicAny person who, without tittle usurps public, civil or military functions or poses the acts of one of these functions or falsely attributes to himself/herself the quality of a public official or publicly wears a costume, a uniform, badge or an emblem with an intention to mislead the public, commits an offence.infraction.publicUpon conviction, he/she is liable to imprisonment for a term of not less than two (2) years and not more than three (3) years, with a fine of not less than three hundred and not more  than five hundred thousand If the official or professional dress, insignia or emblem are not intended to suggest the existence of a public mandate but they are likely to cause confusion among the public because of their resemblance with the who lets his/her servant wear them or forces him/her to wear them publicly, commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) months but not more than six (6) months with a fine of not less than five 500,000) and not more  than one million one of these penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 280: Wearing badges, a ribbon or person of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 3 : forgery and usurpation of power  explained?","Article 280: Wearing badges, a ribbon or personWith the exception of imitation lively events, anyone who publicly wears a rank infraction.sign or any other decoration of a group he/she does not belong to, or in fact use them in any way, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) month but less than six (6) months and a fine of not less than five hundred thousand Rwandan 1,000,000) or only one of these penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 281: Claiming to be attached to a profession, a certificate, an official diploma or any other entitlement granted to a person meeting requirements of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 4: other offences committed by civil servants  explained?","Article 281: Claiming to be attached to a profession, a certificate, an official diploma or any other entitlement granted to a person meeting requirementsAny person who claims to be attached to a legally regulated profession, a certificate, an official diploma or any other entitlements granted by a competent authority to a person meeting requirements set by a competent authority, commits an offence. Upon conviction, he/she is liable to an imprisonment for a term of not less than one (1) month and less than six (6) months and a fine of not less than five hundred and not more  than one million Rwandan these penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 282: Taking a decision which hinders the enforcement of a law of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 4: other offences committed by civil servants  explained?","Article 282: Taking a decision which hinders the enforcement of a lawAny person vested with public authority, who, in the exercise of his/her functions, takes a decision aimed at hindering the application of a law, commits an offence.  Upon conviction, he/she is liable to imprisonment for a term of not less than three (3) years and not more  than five (5) years with a fine of not less than five 500,000)  and not more  than one million If the offence referred to under Paragraph One of this Article has been consummated, the applicable penalty is an imprisonment for a term of more than five (5) years and not more than seven (7) years, with a fine of not less than three mil lion Rwandan francs after termination of a service in accordance with lawAny person vested with public authority or responsible for a public service mission or elective mandate, who, having been notified of the cessation of his/her duties or whose term of office has expired and continues to perform the said duties, commits an offence.  Upon conviction, he/she is liable to imprisonment for a term  of not less than two (2) years and not more than three (3) years and a fine of not less than five hundred thousand Rwandan francs "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 284: Commission of an act which violates individual liberty of Part ii:  offences and their penalties, Title iii: offences against the state, Chapter iv: offences against public credibility Section 4: other offences committed by civil servants  explained?","Article 284: Commission of an act which violates individual libertyAny person vested with public authority or responsible for a public service mission who, in the course of acting in the exercise or the exercise of his/her duties, orders or personally performs an act which violates provided for by the law, commits an offence.Upon conviction, he/she is liable to imprisonment for a term  of not less than three (3) years but more than five (5) years. "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 285: Unlawful detention of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?","Article 285: Unlawful detentionAny civil servant who unlawfully puts or retains a person in detention or in prison, he/she is liable  to  a  term  of  imprisonment equivalent to the term incurred by the illegally detained  person and a  fine  of  not less than one hundred thousand Rwandan 1,000,000) or only one of those penalties."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 286: Definitions of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?","Article 286: DefinitionsIn this Title, the words below have the following meanings:1º superior: a soldier whose rank is higher than that of another or who assumes greater responsibility than another in case of equal ranks or who has greater experience in case of equal responsibilities;2º soldier on guard: a soldier to whom a guard of given post is assigned;"
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 287: Provisions for the repression of offences committed by soldiers of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?","Article 287: Provisions for the repression of offences committed by soldiersThe following provisions are applied for the repression of offences committed by soldiers:1º for military offences, the applicable penalties are provided for in the provisions relating to the punishment of military offences;2º military courts apply to common law offences committed by soldiers between themselves or to other persons, the penalties provided for by this Law and other provisions of ordinary criminal laws;3º for the repression of the military offences, the state of emergency is assimilated to the time of war. The military courts apply to offences committed during the period of offences committed in time of war."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 288: Classification of military penalties of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?",Article 288: Classification of military penaltiesThe main penalties applicable to soldiers are the following:1º imprisonment;2º a fine.Additional penalties applicable to soldiers are the following:1º stripping off military ranks;2º demotion.
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 289: Penalty of imprisonment of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?",Article 289: Penalty of imprisonmentA convicted soldier serves his/her penalty prison.
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 290: Imposition of a  penalty of a fine of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?","Article 290: Imposition of a  penalty of a fineA fine is imposed and p aid in accordance with the provisions of Articles 30, 31, 32, 33 and 34 of this Law."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 291: Stripping off military ranks of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?",Article 291: Stripping off military ranksThe penalty of stripping off military ranks is imposed on a soldier if: 1º he/she committed a treason;2º he/she surrendered to the enemy a post or a position assigned to him/her or abandoned other soldiers on the battle field;3º he/she committed an insubordination or revolt in wartime;4º he/she refused to go to his/her place of deployment in wartime;5º he/she deserted;6º he/she committed the crime of Genocide;7º he/she committed the crimes against humanity;8º he/she committed the crime of rape;9º he/she committed a child defilement;10º he/she was convicted to imprisonment for a term which is more than  five (5) years.
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 292: Consequences  of stripping off ranks of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?","Article 292: Consequences  of stripping off ranksStripping off ranks has the following consequences:1 º deprivation of rank and the right  to wear Forces, in any capacity;3 º loss of the right of access to public employment;4 º loss  of the right to vote and be elected;5 º deprivation of the right to wear any decoration or any other sign worn as a mark "
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 293: Offences punishable by  demotion of Part ii:  offences and their penalties, Title iv: military offences, Chapter one : general provisions Section 4: other offences committed by civil servants  explained?",Article 293: Offences punishable by  demotionThe court may impose a penalty of demotion against a soldier who commits military offences or any of the following ordinary offences:1º drunkenness on duty;2º indecent assault;3º aggravated assault or battery;4º fraud;5º theft;6º breach of trust;
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 294: Consequences of demotion of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?",Article 294: Consequences of demotionA soldier sentenced to demotion loses his/her rank and reverted to the rank preceding the one he/she had for a period between six (6) months and three (3) years.The soldier ’s seniority in the rank is suspended in case of demotion.The penalty of demotion does not apply to soldiers holding the rank of private and second lieutenant.
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 295: Abandonment or surrender to the enemy of post or a position or  abandonment of other soldiers on the battle field of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?","Article 295: Abandonment or surrender to the enemy of post or a position or  abandonment of other soldiers on the battle fieldAny soldier on battlefield, who surrenders a post or a position assigned to him/her to the 5º vol;enemy, without being compelled to do so by the superior forces  of the enemy, he/she is liable to imprisonment for a term of not less than twenty (20) years and not more than twenty five (25) years.Penalties provided for under Paragraph One of this Article also apply to any soldier who abandons other soldiers on the battle field."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 296: Abandonment of post or disobeying its instructions of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?","Article 296: Abandonment of post or disobeying its instructionsAny soldier on guard duties who abandons a post or disobeys instructions, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than two (2) months but less than six (6) months.If he/she commits such acts in wartime, he/she is liable to imprisonment for a term of not less than one (1) year, and not more than two (2) years.If he/she commits such acts in the face of the enemy, he/she is liable to imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years.(2) ans."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 297: Sleeping on guard duty of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?","Article 297: Sleeping on guard dutyAny soldier who sleeps while on guard duty, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than eight (8) days and not more than two (2) months, if committed in peacetime.If the offence of sleeping on guard duty is committed in wartime, the applicable penalty is an imprisonment for a term of not less than six (6) months and not more than one (1) year.If the offence of sleeping on guard duty is committed in wartime, and in the face of the enemy, the applicable penalty is an imprisonment for a term of more than one (1) year and not more than two (2) years."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 298: Drunkenness on guard of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?","Article 298: Drunkenness on guardAny soldier who is found drunk while on guard, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) month but less than six (6) months, if drunkenness is committed in peacetime.If drunkenness is committed in wartime, the applicable penalty is imprisonment for a term of not less than six (6) months and not more than one (1) year. If drunkenness is committed in wartime, and in the face of the enemy, the applicable penalty is imprisonment for a term of more than one (1) year and not more than two (2) years."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 299: Service abandonment of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section one: breach of military duties  explained?","Article 299: Service abandonmentAny soldier other than a soldier on guard duty, who abandons service, commits an offence. Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) month but less than six (6) months, if committed in peacetime. If abandonment of service is committed in wartime, the applicable penalty is imprisonment for a term of not less than one (1) year and not more than two (2) years.If abandonment of service is committed by the commander of the post of service  he/she is liable to the maximum penalty.If abandonment of service i s committed in wartime, and in the face of the enemy, the offender, whether commander of the post or not, is liable to an imprisonment for a term of not less than ten (10) years and not more than fifteen (15) years.(2) ans.(1)."
"Explain the law article, as mentioned in the Rwandan Official gazette no. special of 27/09/2018","How is the Article 300: Absence from the post in  wartime or when the army is on alert of Part ii:  offences and their penalties, Title iv: military offences, Chapter ii : punishment of military offences Section 2:  insubordination, revolt and strike  explained?","Article 300: Absence from the post in  wartime or when the army is on alertAny soldier who, in wartime or when the army is on alert, fails to return on duty in the required time, commits an offence.  Upon conviction, he/she is liable to imprisonment for a term of not less than one (1) year and not more than two (2) years."
